Transaction_id,amount,currency,Transaction_type,payment_method,payment_status,customer_id,Transaction_Date
4274,4244,USD,Purchase,Credit Card,Refunded,8456,2020-03-13
4275,4864,USD,Purchase,PayPal,Completed,1759,2022-01-14
4276,1310,EUR,Refund,Debit Card,Completed,675,2020-01-31
4277,2343,EUR,Refund,Credit Card,Completed,6940,2023-10-17
4278,429,USD,Refund,PayPal,Pending,2031,2024-06-08
4279,4268,EUR,Refund,Debit Card,Refunded,1788,2024-01-02
4280,489,EUR,Refund,Credit Card,Completed,6455,2022-11-09
4281,2675,GBP,Purchase,PayPal,Pending,5953,2022-09-02
4282,183,EUR,Purchase,Debit Card,Completed,6530,2021-07-17
4283,3001,USD,Purchase,PayPal,Completed,6620,2020-06-27
4284,783,EUR,Purchase,PayPal,Refunded,3721,2023-08-24
4285,600,EUR,Purchase,PayPal,Completed,8156,2021-02-28
4286,3933,EUR,Refund,PayPal,Refunded,10089,2021-04-16
4287,3955,GBP,Purchase,Credit Card,Pending,9049,2024-06-26
4288,4264,EUR,Purchase,PayPal,Refunded,1258,2024-05-17
4289,4864,GBP,Refund,Credit Card,Pending,7146,2022-08-13
4290,2054,USD,Refund,Credit Card,Completed,786,2022-12-06
4291,1586,EUR,Refund,Credit Card,Pending,439,2022-07-29
4292,2462,GBP,Refund,PayPal,Pending,6257,2023-08-01
4293,538,EUR,Purchase,Debit Card,Completed,8352,2023-02-06
4294,2957,EUR,Purchase,PayPal,Refunded,912,2021-03-14
4295,962,USD,Purchase,Credit Card,Completed,7872,2021-06-18
4296,1864,GBP,Purchase,PayPal,Pending,5424,2020-12-12
4297,1434,USD,Refund,Credit Card,Refunded,3129,2023-01-26
4298,578,USD,Purchase,Debit Card,Pending,7833,2023-10-29
4299,1808,USD,Purchase,Debit Card,Completed,5742,2020-12-20
4300,2514,GBP,Purchase,Debit Card,Refunded,549,2023-04-17
4301,4186,GBP,Purchase,Debit Card,Pending,8143,2020-05-26
4302,555,USD,Purchase,Credit Card,Refunded,7324,2020-02-05
4303,2339,GBP,Purchase,PayPal,Refunded,9841,2020-10-27
4304,4549,GBP,Refund,Debit Card,Pending,8389,2020-10-10
4305,4556,EUR,Purchase,Credit Card,Completed,5793,2021-01-08
4306,4916,EUR,Refund,Credit Card,Pending,493,2021-05-17
4307,3760,EUR,Refund,PayPal,Pending,10354,2023-02-12
4308,969,EUR,Purchase,Credit Card,Pending,6426,2024-02-11
4309,2928,EUR,Purchase,Credit Card,Completed,5435,2023-03-26
4310,1566,USD,Refund,Credit Card,Completed,10903,2024-03-08
4311,1944,EUR,Purchase,Debit Card,Completed,4107,2020-03-23
4312,714,GBP,Refund,Debit Card,Completed,2944,2022-02-01
4313,1478,GBP,Purchase,PayPal,Pending,10820,2020-03-24
4314,920,USD,Purchase,Debit Card,Pending,7565,2022-06-07
4315,4982,USD,Refund,PayPal,Pending,859,2021-06-02
4316,31,GBP,Purchase,Debit Card,Completed,10785,2023-01-11
4317,3881,EUR,Purchase,Debit Card,Pending,8033,2022-02-11
4318,355,USD,Purchase,Debit Card,Pending,6536,2023-02-23
4319,1277,USD,Purchase,Credit Card,Refunded,10691,2024-01-21
4320,4369,GBP,Refund,PayPal,Completed,1125,2021-03-13
4321,1312,USD,Refund,PayPal,Completed,6821,2020-10-05
4322,3544,EUR,Purchase,Debit Card,Completed,4737,2024-10-05
4323,1817,EUR,Refund,Credit Card,Refunded,1995,2024-05-02
4324,4426,EUR,Purchase,Debit Card,Pending,4108,2021-07-20
4325,632,USD,Refund,Credit Card,Completed,7693,2020-09-27
4326,4006,GBP,Refund,Credit Card,Pending,5346,2022-12-29
4327,2705,USD,Refund,Credit Card,Refunded,4346,2023-03-31
4328,2240,GBP,Refund,PayPal,Refunded,9168,2022-09-03
4329,3583,USD,Refund,Debit Card,Refunded,7157,2020-09-04
4330,173,EUR,Refund,Debit Card,Completed,3767,2020-02-22
4331,2467,GBP,Purchase,Credit Card,Pending,7681,2023-03-29
4332,4290,GBP,Purchase,PayPal,Pending,1816,2022-07-20
4333,2972,EUR,Purchase,Debit Card,Refunded,1972,2021-02-11
4334,2791,EUR,Refund,Credit Card,Completed,4064,2022-02-18
4335,2505,USD,Refund,Debit Card,Completed,2030,2020-03-06
4336,109,EUR,Refund,PayPal,Refunded,4511,2023-04-28
4337,2506,USD,Refund,Credit Card,Refunded,4705,2024-01-13
4338,209,GBP,Refund,PayPal,Pending,2194,2023-12-06
4339,4704,USD,Purchase,Debit Card,Pending,776,2020-12-01
4340,1068,EUR,Refund,PayPal,Pending,2190,2024-05-03
4341,719,EUR,Purchase,PayPal,Refunded,300,2024-01-10
4342,670,EUR,Refund,Debit Card,Completed,5527,2024-08-22
4343,498,USD,Purchase,Debit Card,Completed,598,2021-11-04
4344,1096,GBP,Purchase,PayPal,Refunded,3208,2024-07-17
4345,892,EUR,Purchase,Debit Card,Completed,7122,2023-07-14
4346,728,EUR,Refund,Debit Card,Pending,5092,2020-04-18
4347,2211,USD,Purchase,Debit Card,Refunded,10327,2023-03-01
4348,1931,USD,Purchase,Debit Card,Pending,2494,2020-02-19
4349,511,USD,Purchase,Credit Card,Refunded,2170,2023-10-01
4350,4214,EUR,Purchase,PayPal,Pending,8510,2024-07-10
4351,662,USD,Refund,Debit Card,Refunded,8838,2024-04-14
4352,1038,USD,Refund,Credit Card,Pending,5669,2024-01-29
4353,1375,EUR,Refund,PayPal,Refunded,10945,2020-12-19
4354,3993,USD,Refund,Credit Card,Completed,7841,2020-04-22
4355,4793,EUR,Purchase,Credit Card,Completed,5656,2020-10-08
4356,4386,USD,Purchase,Credit Card,Refunded,10688,2023-05-29
4357,2067,EUR,Refund,Credit Card,Pending,4260,2023-03-31
4358,2499,USD,Purchase,Credit Card,Pending,3006,2022-03-31
4359,818,USD,Purchase,Credit Card,Pending,2880,2022-10-11
4360,3258,GBP,Purchase,Debit Card,Refunded,4231,2024-09-20
4361,3339,USD,Purchase,PayPal,Pending,2612,2022-04-20
4362,109,GBP,Refund,PayPal,Pending,8864,2023-12-30
4363,2268,USD,Purchase,Credit Card,Refunded,1879,2020-02-15
4364,3463,USD,Refund,Credit Card,Pending,4222,2020-09-18
4365,711,EUR,Purchase,Credit Card,Completed,267,2023-10-26
4366,4166,GBP,Refund,Credit Card,Pending,1320,2021-05-26
4367,60,USD,Purchase,Credit Card,Completed,7454,2021-09-06
4368,1989,GBP,Refund,Debit Card,Completed,8738,2024-02-08
4369,3380,EUR,Refund,Credit Card,Refunded,2868,2022-03-03
4370,3683,USD,Purchase,Credit Card,Refunded,2483,2022-03-03
4371,3637,GBP,Purchase,Credit Card,Refunded,3775,2023-09-02
4372,1598,GBP,Refund,Debit Card,Completed,3785,2022-03-26
4373,2813,GBP,Purchase,Credit Card,Pending,8871,2021-05-03
4374,1089,EUR,Purchase,Debit Card,Pending,7175,2023-08-24
4375,905,GBP,Refund,Debit Card,Refunded,3046,2023-07-30
4376,2694,GBP,Purchase,PayPal,Completed,2504,2020-02-26
4377,109,USD,Purchase,Credit Card,Completed,8500,2023-11-29
4378,315,USD,Refund,Debit Card,Refunded,6738,2022-09-18
4379,3705,GBP,Refund,Credit Card,Completed,3316,2022-09-10
4380,240,GBP,Refund,Debit Card,Completed,5447,2021-03-20
4381,403,GBP,Refund,Credit Card,Pending,10643,2024-04-05
4382,734,EUR,Purchase,Debit Card,Completed,511,2020-06-17
4383,3644,USD,Purchase,Debit Card,Completed,4146,2022-01-23
4384,3306,GBP,Refund,PayPal,Refunded,2186,2024-05-22
4385,4290,GBP,Purchase,PayPal,Refunded,6499,2022-03-10
4386,855,EUR,Refund,Credit Card,Pending,1481,2022-09-25
4387,3066,GBP,Purchase,Credit Card,Completed,9407,2022-09-27
4388,822,USD,Refund,Credit Card,Completed,9619,2020-08-27
4389,2521,GBP,Purchase,PayPal,Pending,7201,2020-10-09
4390,467,EUR,Refund,Credit Card,Completed,353,2024-03-20
4391,4266,EUR,Refund,Credit Card,Completed,2278,2022-08-27
4392,3129,USD,Purchase,PayPal,Completed,502,2020-09-19
4393,2604,USD,Purchase,Credit Card,Completed,2679,2021-10-06
4394,2342,GBP,Purchase,Credit Card,Completed,7794,2022-07-08
4395,1566,GBP,Refund,Credit Card,Refunded,1750,2022-02-16
4396,4437,USD,Purchase,PayPal,Completed,5214,2020-06-01
4397,3036,GBP,Refund,Credit Card,Completed,5298,2022-10-30
4398,2259,EUR,Purchase,Debit Card,Refunded,1737,2024-03-23
4399,4578,EUR,Purchase,Debit Card,Refunded,9429,2024-05-08
4400,3505,USD,Purchase,Credit Card,Pending,6695,2020-02-14
4401,2451,GBP,Refund,Credit Card,Completed,10464,2023-04-19
4402,4012,EUR,Refund,Credit Card,Completed,1281,2021-03-18
4403,3348,EUR,Purchase,Debit Card,Refunded,76,2022-08-27
4404,3106,USD,Purchase,PayPal,Pending,3695,2022-07-24
4405,2733,GBP,Refund,Credit Card,Pending,6094,2020-06-13
4406,3828,EUR,Purchase,Debit Card,Completed,1143,2020-03-28
4407,742,USD,Refund,Debit Card,Completed,3066,2021-01-11
4408,1897,EUR,Purchase,Credit Card,Pending,8225,2020-07-21
4409,3867,GBP,Purchase,Credit Card,Pending,4471,2020-03-15
4410,278,GBP,Refund,Credit Card,Completed,2833,2020-01-05
4411,3964,EUR,Refund,Debit Card,Completed,10755,2020-04-29
4412,3953,GBP,Refund,Debit Card,Refunded,650,2021-06-06
4413,462,USD,Refund,Debit Card,Pending,6277,2021-11-23
4414,674,USD,Purchase,Credit Card,Refunded,8882,2024-04-01
4415,4412,USD,Refund,Credit Card,Pending,7281,2023-03-27
4416,4998,USD,Purchase,Debit Card,Completed,3218,2020-03-01
4417,389,EUR,Refund,Credit Card,Refunded,1436,2020-09-30
4418,4614,GBP,Purchase,Credit Card,Pending,8174,2020-08-10
4419,4708,GBP,Refund,Credit Card,Pending,6617,2020-06-07
4420,158,USD,Refund,Credit Card,Completed,4983,2020-04-04
4421,3832,EUR,Purchase,Credit Card,Pending,4810,2022-03-05
4422,557,EUR,Refund,Credit Card,Refunded,2242,2020-10-19
4423,1426,USD,Purchase,Debit Card,Refunded,7338,2023-12-26
4424,1921,USD,Purchase,PayPal,Pending,2147,2022-03-22
4425,3413,GBP,Refund,PayPal,Pending,4614,2021-01-22
4426,3108,USD,Refund,PayPal,Completed,7477,2022-09-04
4427,1834,EUR,Purchase,Credit Card,Completed,3367,2021-07-05
4428,4624,USD,Purchase,PayPal,Completed,3646,2022-05-25
4429,2791,EUR,Refund,Credit Card,Completed,5538,2022-08-22
4430,1733,GBP,Refund,PayPal,Pending,9759,2021-09-15
4431,3683,EUR,Refund,Debit Card,Completed,10009,2020-07-19
4432,4774,USD,Purchase,Credit Card,Completed,1802,2024-06-14
4433,4198,GBP,Purchase,PayPal,Completed,1336,2022-12-08
4434,2596,EUR,Refund,PayPal,Pending,3622,2021-03-06
4435,2413,EUR,Refund,PayPal,Pending,1962,2022-07-27
4436,3918,EUR,Purchase,Debit Card,Completed,1633,2022-02-23
4437,4778,EUR,Refund,Credit Card,Pending,7870,2023-09-12
4438,1275,USD,Purchase,PayPal,Refunded,4809,2020-06-27
4439,2801,EUR,Refund,PayPal,Pending,2652,2021-04-09
4440,2086,EUR,Purchase,Debit Card,Pending,4953,2023-01-03
4441,2849,GBP,Refund,PayPal,Pending,1547,2021-07-24
4442,1483,GBP,Refund,PayPal,Pending,120,2024-07-08
4443,1687,EUR,Purchase,Debit Card,Pending,4042,2021-01-19
4444,4564,USD,Purchase,Debit Card,Refunded,10071,2021-10-01
4445,1246,GBP,Refund,Debit Card,Refunded,2499,2020-09-05
4446,1311,EUR,Refund,PayPal,Pending,6067,2023-04-11
4447,3971,GBP,Refund,PayPal,Completed,3906,2021-12-23
4448,3446,GBP,Purchase,PayPal,Refunded,8645,2021-12-01
4449,345,GBP,Refund,Credit Card,Refunded,1821,2022-05-11
4450,340,GBP,Purchase,Credit Card,Refunded,211,2021-01-01
4451,2724,GBP,Purchase,Debit Card,Completed,10206,2021-10-04
4452,139,EUR,Purchase,Credit Card,Pending,9781,2020-03-09
4453,1704,USD,Purchase,Credit Card,Pending,8902,2022-07-22
4454,2683,GBP,Refund,Debit Card,Refunded,7634,2024-01-16
4455,1530,EUR,Refund,PayPal,Refunded,7404,2021-07-10
4456,4114,EUR,Purchase,Debit Card,Pending,1109,2023-08-16
4457,2944,USD,Purchase,Credit Card,Refunded,3652,2023-04-23
4458,713,GBP,Purchase,PayPal,Refunded,488,2021-07-17
4459,892,GBP,Refund,Credit Card,Refunded,5653,2020-01-02
4460,3511,EUR,Refund,Credit Card,Pending,9785,2020-01-05
4461,4616,USD,Refund,Debit Card,Refunded,7359,2021-03-22
4462,2306,EUR,Purchase,PayPal,Refunded,10617,2021-07-24
4463,1577,EUR,Purchase,Debit Card,Completed,760,2023-05-03
4464,4149,GBP,Purchase,Debit Card,Refunded,7875,2023-12-11
4465,519,EUR,Purchase,Debit Card,Completed,7512,2021-12-27
4466,4780,GBP,Purchase,PayPal,Completed,10684,2022-12-16
4467,4741,GBP,Refund,PayPal,Completed,9298,2022-12-17
4468,4119,EUR,Refund,Debit Card,Refunded,10043,2024-10-05
4469,1314,GBP,Purchase,Credit Card,Refunded,671,2022-05-27
4470,1777,USD,Refund,Credit Card,Completed,7788,2023-05-07
4471,3510,EUR,Refund,Credit Card,Completed,10316,2024-04-25
4472,2437,GBP,Purchase,Credit Card,Completed,8898,2021-06-30
4473,2634,EUR,Refund,Credit Card,Completed,114,2022-07-27
4474,3645,EUR,Refund,Credit Card,Refunded,270,2024-10-04
4475,3794,EUR,Purchase,Debit Card,Completed,9489,2020-05-15
4476,2946,GBP,Refund,Debit Card,Refunded,4852,2023-04-11
4477,4853,USD,Refund,Credit Card,Completed,9253,2022-10-30
4478,886,USD,Purchase,Credit Card,Completed,7601,2023-11-16
4479,2431,USD,Purchase,PayPal,Refunded,8574,2022-04-29
4480,1059,EUR,Refund,PayPal,Pending,1445,2021-12-04
4481,1216,EUR,Purchase,Credit Card,Completed,6259,2023-01-14
4482,2859,EUR,Refund,PayPal,Pending,7061,2020-03-30
4483,1296,EUR,Purchase,PayPal,Refunded,9160,2021-08-24
4484,4438,USD,Refund,PayPal,Completed,5309,2020-09-13
4485,4627,GBP,Refund,Credit Card,Completed,4738,2022-06-21
4486,1033,EUR,Purchase,Credit Card,Refunded,5153,2020-04-17
4487,274,GBP,Purchase,Debit Card,Completed,2616,2024-09-02
4488,705,USD,Purchase,Credit Card,Pending,8432,2024-05-04
4489,4992,EUR,Refund,PayPal,Refunded,5724,2020-11-30
4490,1454,USD,Refund,Credit Card,Refunded,576,2023-05-23
4491,4989,EUR,Purchase,PayPal,Completed,1319,2024-02-13
4492,566,GBP,Refund,Credit Card,Refunded,10559,2022-01-10
4493,381,USD,Purchase,PayPal,Completed,6004,2023-12-27
4494,2136,EUR,Refund,Debit Card,Pending,10968,2021-06-21
4495,125,GBP,Refund,PayPal,Refunded,8014,2020-02-12
4496,4653,GBP,Purchase,Debit Card,Refunded,2067,2021-10-06
4497,3048,GBP,Refund,PayPal,Refunded,9330,2023-07-05
4498,4324,GBP,Purchase,Debit Card,Refunded,2345,2022-01-31
4499,2418,GBP,Purchase,Credit Card,Pending,3571,2021-03-24
4500,798,USD,Refund,PayPal,Completed,2018,2022-12-16
4501,4135,GBP,Purchase,Credit Card,Refunded,8652,2020-10-12
4502,4573,EUR,Purchase,Credit Card,Completed,6456,2021-07-31
4503,687,USD,Refund,Credit Card,Refunded,2338,2024-07-21
4504,4032,EUR,Purchase,PayPal,Completed,1889,2024-03-17
4505,2638,EUR,Refund,PayPal,Refunded,2616,2024-09-02
4506,1035,USD,Refund,Debit Card,Refunded,8659,2021-04-06
4507,4327,GBP,Refund,Debit Card,Completed,4776,2021-03-24
4508,631,USD,Refund,PayPal,Pending,8518,2022-10-12
4509,4240,EUR,Purchase,Debit Card,Pending,2933,2023-06-06
4510,1828,USD,Purchase,Credit Card,Pending,7712,2022-10-29
4511,678,USD,Refund,Debit Card,Refunded,5229,2020-11-28
4512,85,USD,Purchase,PayPal,Completed,5693,2020-05-21
4513,830,USD,Refund,PayPal,Pending,3994,2020-07-07
4514,2694,USD,Purchase,PayPal,Completed,9691,2023-12-11
4515,3154,GBP,Purchase,Credit Card,Pending,5388,2022-11-01
4516,2214,USD,Refund,Credit Card,Refunded,10676,2023-03-17
4517,44,USD,Refund,PayPal,Pending,5986,2021-02-15
4518,4918,USD,Refund,Debit Card,Refunded,2623,2022-07-26
4519,3955,EUR,Refund,Credit Card,Pending,4284,2024-06-12
4520,140,USD,Purchase,Credit Card,Pending,4151,2021-08-21
4521,2692,GBP,Refund,PayPal,Pending,1711,2023-03-15
4522,4724,GBP,Purchase,Credit Card,Refunded,9378,2023-11-16
4523,1285,EUR,Refund,Debit Card,Completed,3868,2022-11-10
4524,2828,EUR,Purchase,Credit Card,Refunded,10665,2023-01-11
4525,2517,EUR,Purchase,Debit Card,Completed,6004,2023-12-27
4526,3184,EUR,Purchase,Credit Card,Refunded,3037,2023-11-08
4527,1251,GBP,Purchase,PayPal,Pending,216,2023-09-28
4528,1133,EUR,Purchase,Credit Card,Refunded,3402,2022-09-04
4529,4486,USD,Refund,Debit Card,Refunded,8838,2024-04-14
4530,3471,GBP,Refund,Credit Card,Pending,6695,2020-02-14
4531,1717,GBP,Purchase,PayPal,Pending,7128,2023-12-25
4532,3087,GBP,Refund,PayPal,Pending,8924,2023-12-02
4533,897,USD,Refund,PayPal,Refunded,7246,2022-08-21
4534,176,GBP,Purchase,Debit Card,Refunded,2661,2023-07-26
4535,2632,EUR,Purchase,Credit Card,Refunded,653,2023-04-23
4536,2601,GBP,Refund,Credit Card,Refunded,1064,2023-09-28
4537,66,GBP,Refund,PayPal,Pending,367,2021-07-05
4538,1142,USD,Purchase,Credit Card,Pending,5488,2020-08-31
4539,1998,USD,Refund,Credit Card,Completed,10385,2021-04-12
4540,1986,EUR,Purchase,Debit Card,Refunded,10106,2021-08-22
4541,2220,USD,Purchase,Credit Card,Completed,4051,2023-06-04
4542,1322,USD,Refund,PayPal,Pending,8228,2022-11-09
4543,3786,EUR,Refund,PayPal,Completed,805,2021-06-22
4544,964,EUR,Refund,PayPal,Pending,10681,2020-01-29
4545,2575,EUR,Refund,PayPal,Refunded,2500,2022-05-26
4546,492,EUR,Purchase,Credit Card,Pending,5626,2020-05-01
4547,1551,USD,Purchase,Debit Card,Pending,9123,2022-01-21
4548,2199,USD,Refund,PayPal,Completed,6676,2024-01-27
4549,1352,GBP,Purchase,PayPal,Refunded,7521,2021-04-07
4550,4911,GBP,Purchase,Debit Card,Pending,9142,2024-08-12
4551,2916,GBP,Refund,Credit Card,Completed,755,2024-03-22
4552,948,EUR,Purchase,Credit Card,Refunded,10400,2023-11-17
4553,1389,GBP,Purchase,Credit Card,Completed,3179,2021-12-04
4554,3552,GBP,Purchase,Credit Card,Pending,733,2022-09-02
4555,4069,EUR,Refund,Credit Card,Completed,6100,2020-08-06
4556,77,GBP,Refund,Debit Card,Completed,5964,2024-03-24
4557,733,EUR,Purchase,PayPal,Refunded,1154,2022-03-01
4558,3576,GBP,Refund,Credit Card,Completed,1384,2023-11-22
4559,4488,GBP,Refund,PayPal,Refunded,10329,2022-09-13
4560,13,USD,Purchase,PayPal,Completed,6806,2021-08-29
4561,1978,GBP,Refund,PayPal,Pending,2012,2022-02-01
4562,3859,USD,Refund,Credit Card,Completed,10020,2021-11-13
4563,3786,USD,Refund,Credit Card,Pending,3240,2022-05-19
4564,3416,GBP,Refund,Credit Card,Refunded,4755,2022-06-27
4565,3364,EUR,Purchase,Credit Card,Completed,7937,2021-01-03
4566,3886,USD,Purchase,Debit Card,Refunded,6484,2021-11-26
4567,775,GBP,Refund,Credit Card,Refunded,3340,2020-05-14
4568,1179,GBP,Purchase,Credit Card,Refunded,3025,2021-08-21
4569,1102,EUR,Refund,Debit Card,Completed,2204,2021-09-25
4570,3816,USD,Refund,PayPal,Completed,7965,2021-08-05
4571,3825,EUR,Refund,Debit Card,Pending,2366,2022-12-25
4572,2809,USD,Purchase,PayPal,Completed,4444,2023-12-17
4573,3008,GBP,Refund,Debit Card,Completed,5335,2024-01-20
4574,4850,EUR,Refund,PayPal,Pending,6850,2020-03-17
4575,3308,EUR,Purchase,PayPal,Refunded,9024,2021-01-19
4576,4431,GBP,Refund,Debit Card,Completed,5585,2022-05-04
4577,2365,USD,Purchase,Credit Card,Refunded,10177,2021-10-10
4578,3612,USD,Refund,Credit Card,Pending,4266,2020-02-16
4579,1961,GBP,Purchase,PayPal,Pending,5235,2022-10-15
4580,4039,USD,Purchase,PayPal,Pending,776,2020-12-01
4581,1219,GBP,Refund,PayPal,Completed,232,2024-02-09
4582,4243,USD,Refund,Credit Card,Completed,7602,2022-11-14
4583,1540,GBP,Refund,PayPal,Refunded,8009,2020-11-09
4584,75,EUR,Purchase,Debit Card,Refunded,1134,2020-11-06
4585,842,USD,Refund,Credit Card,Completed,5618,2023-04-16
4586,1851,GBP,Refund,PayPal,Refunded,2545,2022-11-13
4587,2460,EUR,Purchase,Debit Card,Pending,4618,2022-02-23
4588,4359,EUR,Refund,PayPal,Refunded,5336,2020-07-25
4589,1688,EUR,Refund,PayPal,Pending,4393,2020-01-22
4590,4773,USD,Refund,PayPal,Completed,7737,2022-07-28
4591,4111,EUR,Refund,Debit Card,Completed,9880,2023-06-18
4592,2345,USD,Purchase,Debit Card,Completed,1610,2022-04-27
4593,1067,GBP,Purchase,Debit Card,Completed,3870,2024-09-01
4594,4238,GBP,Refund,PayPal,Refunded,9126,2023-02-06
4595,3932,EUR,Refund,PayPal,Pending,8232,2023-01-11
4596,4788,EUR,Purchase,Debit Card,Completed,234,2020-03-12
4597,786,EUR,Purchase,PayPal,Pending,3860,2020-04-05
4598,998,EUR,Refund,PayPal,Completed,8958,2022-09-08
4599,292,EUR,Purchase,PayPal,Completed,7327,2021-08-06
4600,3148,GBP,Refund,Credit Card,Completed,7546,2020-05-31
4601,4411,EUR,Refund,Credit Card,Completed,6654,2020-12-01
4602,591,GBP,Purchase,Debit Card,Completed,10304,2023-04-11
4603,1686,USD,Refund,PayPal,Refunded,1577,2024-08-26
4604,3285,GBP,Purchase,Debit Card,Completed,3769,2020-05-31
4605,2093,GBP,Purchase,Credit Card,Pending,7099,2023-08-10
4606,2603,EUR,Purchase,Credit Card,Completed,9334,2020-03-31
4607,1561,EUR,Refund,Credit Card,Refunded,5880,2020-03-29
4608,298,EUR,Purchase,Debit Card,Completed,2115,2023-09-26
4609,2590,EUR,Purchase,Credit Card,Pending,3739,2021-07-25
4610,4396,USD,Refund,Debit Card,Completed,7546,2020-05-31
4611,3538,EUR,Purchase,PayPal,Completed,1255,2024-09-23
4612,3540,GBP,Refund,Credit Card,Pending,5814,2024-06-05
4613,76,USD,Purchase,PayPal,Pending,4170,2022-06-13
4614,304,EUR,Purchase,PayPal,Pending,6827,2021-04-20
4615,1652,EUR,Refund,PayPal,Completed,8627,2023-04-24
4616,2608,EUR,Refund,Credit Card,Pending,7377,2022-11-17
4617,896,GBP,Refund,Credit Card,Refunded,4266,2020-02-16
4618,569,USD,Refund,Debit Card,Completed,2331,2023-08-05
4619,44,USD,Purchase,PayPal,Pending,1996,2020-01-06
4620,1959,EUR,Purchase,Debit Card,Refunded,6344,2020-03-23
4621,1463,USD,Purchase,Credit Card,Refunded,3002,2022-05-16
4622,1489,USD,Purchase,Debit Card,Pending,9785,2020-01-05
4623,349,USD,Purchase,Credit Card,Refunded,6106,2022-01-19
4624,1301,GBP,Purchase,Credit Card,Completed,7198,2023-06-12
4625,1628,USD,Purchase,PayPal,Pending,6928,2020-03-06
4626,4693,USD,Purchase,Debit Card,Completed,8890,2021-01-09
4627,1615,EUR,Refund,Credit Card,Completed,5396,2024-01-05
4628,796,USD,Purchase,Debit Card,Refunded,1170,2021-08-23
4629,3421,USD,Refund,Debit Card,Pending,6713,2020-03-17
4630,324,GBP,Refund,Debit Card,Completed,417,2021-04-29
4631,3731,EUR,Refund,PayPal,Completed,882,2021-02-17
4632,3894,GBP,Refund,Debit Card,Completed,10832,2024-10-04
4633,4950,EUR,Refund,Debit Card,Refunded,943,2024-09-12
4634,3827,EUR,Refund,PayPal,Pending,4929,2024-07-20
4635,1423,USD,Refund,PayPal,Completed,10444,2020-02-06
4636,4914,USD,Refund,Debit Card,Pending,7540,2022-09-30
4637,4916,USD,Refund,PayPal,Pending,7732,2020-04-06
4638,53,GBP,Refund,Debit Card,Pending,5668,2020-04-11
4639,2182,GBP,Refund,Debit Card,Refunded,4206,2020-10-14
4640,2127,EUR,Purchase,PayPal,Pending,8155,2024-02-26
4641,4974,USD,Purchase,PayPal,Pending,10637,2020-10-18
4642,2451,USD,Refund,Credit Card,Refunded,7835,2022-07-04
4643,1732,GBP,Purchase,Credit Card,Refunded,273,2021-11-23
4644,4300,EUR,Purchase,Credit Card,Pending,1670,2024-06-21
4645,4953,EUR,Purchase,PayPal,Refunded,3985,2020-04-15
4646,3567,EUR,Purchase,Credit Card,Completed,4238,2022-06-20
4647,1605,GBP,Refund,Credit Card,Pending,5093,2020-09-09
4648,4409,USD,Purchase,Debit Card,Refunded,586,2020-02-12
4649,2476,GBP,Purchase,Credit Card,Refunded,5774,2020-05-03
4650,1377,GBP,Refund,Debit Card,Refunded,857,2021-02-12
4651,4816,EUR,Purchase,Debit Card,Pending,8489,2021-03-23
4652,3085,EUR,Purchase,Credit Card,Pending,1777,2020-09-20
4653,4675,EUR,Refund,Credit Card,Completed,10152,2022-06-04
4654,268,EUR,Purchase,Credit Card,Pending,8083,2023-05-07
4655,4684,GBP,Purchase,PayPal,Completed,474,2024-08-23
4656,360,USD,Purchase,PayPal,Refunded,2677,2022-04-29
4657,1651,USD,Purchase,Credit Card,Completed,10291,2020-01-07
4658,993,EUR,Refund,Debit Card,Pending,212,2020-07-27
4659,3897,GBP,Refund,Debit Card,Pending,652,2022-10-10
4660,2064,EUR,Refund,Credit Card,Refunded,764,2022-05-11
4661,955,GBP,Refund,Debit Card,Pending,8619,2020-09-18
4662,3791,GBP,Refund,PayPal,Pending,9608,2024-03-27
4663,2822,GBP,Purchase,Debit Card,Completed,8674,2022-08-18
4664,1521,USD,Refund,Debit Card,Refunded,9516,2023-05-18
4665,2827,EUR,Refund,PayPal,Completed,692,2023-06-14
4666,706,GBP,Purchase,Debit Card,Completed,8691,2021-03-03
4667,4295,EUR,Purchase,Debit Card,Refunded,2169,2023-10-11
4668,162,GBP,Refund,Debit Card,Refunded,8122,2021-12-18
4669,3354,GBP,Refund,Debit Card,Completed,6545,2022-11-09
4670,21,EUR,Purchase,Debit Card,Completed,6462,2022-10-15
4671,1924,GBP,Purchase,PayPal,Pending,2533,2020-11-03
4672,1476,EUR,Purchase,PayPal,Pending,6595,2020-10-02
4673,2583,EUR,Purchase,Credit Card,Refunded,6620,2020-06-27
4674,4567,GBP,Purchase,Credit Card,Completed,268,2024-05-06
4675,4726,EUR,Refund,Debit Card,Pending,10009,2020-07-19
4676,2945,USD,Refund,Debit Card,Refunded,8110,2021-07-26
4677,478,USD,Refund,PayPal,Refunded,1513,2023-12-14
4678,1519,GBP,Refund,Debit Card,Refunded,8270,2021-01-15
4679,2414,USD,Refund,PayPal,Completed,849,2024-04-18
4680,3221,EUR,Refund,Credit Card,Pending,7693,2020-09-27
4681,4335,GBP,Refund,Credit Card,Pending,6108,2020-05-02
4682,2262,USD,Purchase,Credit Card,Refunded,2807,2023-01-06
4683,4450,EUR,Refund,Credit Card,Completed,9277,2020-09-11
4684,1967,USD,Refund,PayPal,Pending,7507,2023-08-23
4685,2726,GBP,Purchase,PayPal,Refunded,8859,2021-06-28
