Interaction_id,interaction_type,interaction_outcome,follow_up_required,interaction_channel,follow_up_date,customer_id
5276,Support Request,Unresolved,Yes,Phone,2024-10-28,2848
5277,Feedback,Implemented,No ,Chat,2024-10-17,2812
5278,Feedback,Resolved,Yes,Phone,2024-10-13,6769
5279,Complaint,Unresolved,No ,Chat,2024-10-11,10322
5280,Feedback,Implemented,No ,Email,2024-10-17,10413
5281,Feedback,Implemented,No ,Email,2024-10-09,2740
5282,Complaint,Implemented,Yes,Email,2024-10-27,4945
5283,Complaint,Implemented,No ,Chat,2024-11-02,4862
5284,Complaint,Pending,No ,Chat,2024-10-17,1106
5285,Feedback,Pending,No ,Email,2024-10-24,9768
5286,Support Request,Implemented,No ,Email,2024-10-15,3491
5287,Feedback,Resolved,No ,Phone,2024-10-27,4293
5288,Feedback,Resolved,No ,Chat,2024-10-13,8564
5289,Support Request,Resolved,Yes,Phone,2024-10-31,1143
5290,Support Request,Unresolved,No ,Email,2024-10-22,8129
5291,Support Request,Unresolved,No ,Email,2024-10-29,3985
5292,Feedback,Resolved,Yes,Chat,2024-10-28,7185
5293,Complaint,Resolved,No ,Chat,2024-10-23,6971
5294,Feedback,Resolved,Yes,Chat,2024-10-31,6450
5295,Support Request,Pending,Yes,Chat,2024-10-28,2411
5296,Feedback,Pending,No ,Email,2024-10-08,626
5297,Support Request,Implemented,No ,Chat,2024-10-25,10240
5298,Complaint,Pending,No ,Email,2024-10-04,1194
5299,Complaint,Resolved,Yes,Phone,2024-10-11,4116
5300,Support Request,Resolved,Yes,Phone,2024-10-09,8836
5301,Feedback,Pending,Yes,Chat,2024-11-02,1766
5302,Complaint,Pending,Yes,Email,2024-10-04,4773
5303,Support Request,Pending,No ,Phone,2024-10-30,5320
5304,Support Request,Resolved,Yes,Phone,2024-10-21,3326
5305,Support Request,Resolved,No ,Chat,2024-11-02,10581
5306,Complaint,Unresolved,Yes,Chat,2024-10-22,3972
5307,Support Request,Pending,Yes,Phone,2024-10-21,81
5308,Feedback,Unresolved,Yes,Phone,2024-10-11,3572
5309,Support Request,Unresolved,No ,Email,2024-10-11,6374
5310,Support Request,Resolved,Yes,Chat,2024-10-20,10004
5311,Complaint,Pending,No ,Phone,2024-10-23,3732
5312,Support Request,Pending,No ,Email,2024-10-15,4005
5313,Support Request,Implemented,Yes,Phone,2024-10-11,1764
5314,Support Request,Pending,No ,Phone,2024-10-25,7144
5315,Feedback,Unresolved,Yes,Phone,2024-10-13,5978
5316,Complaint,Unresolved,Yes,Chat,2024-10-26,801
5317,Complaint,Pending,No ,Email,2024-10-20,9889
5318,Support Request,Unresolved,Yes,Email,2024-10-27,9614
5319,Complaint,Unresolved,Yes,Chat,2024-10-10,4030
5320,Support Request,Pending,No ,Phone,2024-10-14,6348
5321,Support Request,Pending,No ,Email,2024-10-27,3524
5322,Complaint,Unresolved,No ,Phone,2024-11-01,8578
5323,Support Request,Implemented,No ,Phone,2024-10-14,3441
5324,Support Request,Unresolved,Yes,Email,2024-10-07,3781
5325,Support Request,Implemented,Yes,Phone,2024-10-10,9160
5326,Feedback,Implemented,No ,Phone,2024-10-25,2379
5327,Feedback,Resolved,No ,Phone,2024-10-30,1492
5328,Feedback,Resolved,Yes,Email,2024-10-07,8098
5329,Complaint,Resolved,No ,Phone,2024-10-09,561
5330,Complaint,Unresolved,Yes,Email,2024-10-17,3639
5331,Complaint,Resolved,No ,Chat,2024-10-12,2954
5332,Feedback,Implemented,No ,Phone,2024-10-09,603
5333,Support Request,Implemented,Yes,Email,2024-10-20,4924
5334,Complaint,Unresolved,Yes,Email,2024-10-05,3395
5335,Complaint,Implemented,No ,Email,2024-11-02,3092
5336,Complaint,Pending,Yes,Email,2024-11-01,7384
5337,Feedback,Implemented,No ,Phone,2024-10-26,3677
5338,Feedback,Unresolved,No ,Phone,2024-10-04,10923
5339,Feedback,Implemented,No ,Chat,2024-10-04,5152
5340,Complaint,Unresolved,No ,Chat,2024-10-27,9343
5341,Support Request,Unresolved,No ,Email,2024-10-22,9860
5342,Support Request,Implemented,No ,Chat,2024-10-14,7326
5343,Complaint,Unresolved,No ,Email,2024-10-22,2257
5344,Complaint,Resolved,No ,Phone,2024-10-16,10595
5345,Complaint,Resolved,Yes,Email,2024-10-07,8672
5346,Feedback,Pending,Yes,Phone,2024-10-23,664
5347,Feedback,Implemented,Yes,Email,2024-10-05,4291
5348,Support Request,Unresolved,Yes,Email,2024-10-29,3063
5349,Support Request,Unresolved,No ,Email,2024-10-20,7911
5350,Complaint,Pending,Yes,Phone,2024-10-29,6711
5351,Complaint,Implemented,No ,Phone,2024-10-27,4670
5352,Support Request,Implemented,No ,Phone,2024-10-20,10034
5353,Support Request,Pending,No ,Phone,2024-10-10,9768
5354,Feedback,Unresolved,Yes,Phone,2024-10-04,459
5355,Complaint,Implemented,Yes,Email,2024-10-13,288
5356,Support Request,Pending,Yes,Email,2024-10-27,57
5357,Complaint,Implemented,Yes,Phone,2024-10-05,6000
5358,Feedback,Implemented,Yes,Chat,2024-10-12,4829
5359,Support Request,Unresolved,Yes,Email,2024-10-25,1662
5360,Support Request,Pending,Yes,Email,2024-10-30,6395
5361,Feedback,Pending,Yes,Chat,2024-10-30,3409
5362,Complaint,Resolved,No ,Phone,2024-11-02,6107
5363,Feedback,Resolved,No ,Email,2024-10-16,9674
5364,Complaint,Implemented,Yes,Chat,2024-10-25,3616
5365,Complaint,Implemented,Yes,Chat,2024-10-25,1555
5366,Complaint,Pending,No ,Phone,2024-10-15,4467
5367,Feedback,Unresolved,No ,Phone,2024-10-16,9991
5368,Complaint,Pending,Yes,Chat,2024-10-16,9336
5369,Support Request,Pending,No ,Phone,2024-10-18,9824
5370,Feedback,Pending,No ,Phone,2024-10-17,6150
5371,Complaint,Unresolved,Yes,Phone,2024-10-29,4312
5372,Complaint,Unresolved,No ,Email,2024-10-06,5852
5373,Complaint,Unresolved,No ,Phone,2024-10-08,7633
5374,Feedback,Implemented,No ,Email,2024-10-19,1921
5375,Support Request,Resolved,No ,Email,2024-11-02,4342
5376,Support Request,Unresolved,No ,Email,2024-10-05,5854
5377,Support Request,Implemented,Yes,Chat,2024-10-18,9990
5378,Complaint,Implemented,Yes,Email,2024-10-30,8072
5379,Feedback,Unresolved,No ,Email,2024-10-13,1151
5380,Complaint,Implemented,No ,Phone,2024-10-23,9080
5381,Support Request,Unresolved,Yes,Email,2024-10-30,2693
5382,Support Request,Implemented,Yes,Chat,2024-10-09,9005
5383,Complaint,Pending,Yes,Email,2024-10-10,420
5384,Support Request,Unresolved,Yes,Chat,2024-10-09,100
5385,Feedback,Unresolved,No ,Phone,2024-10-25,7919
5386,Support Request,Resolved,No ,Phone,2024-11-01,1277
5387,Complaint,Implemented,No ,Phone,2024-10-25,10037
5388,Feedback,Unresolved,No ,Phone,2024-10-13,9323
5389,Support Request,Resolved,No ,Chat,2024-10-16,2520
5390,Feedback,Implemented,Yes,Email,2024-10-27,8713
5391,Feedback,Pending,No ,Email,2024-10-06,3302
5392,Feedback,Pending,No ,Email,2024-10-07,1833
5393,Support Request,Implemented,No ,Phone,2024-10-10,3098
5394,Complaint,Pending,Yes,Email,2024-10-31,9175
5395,Complaint,Pending,No ,Phone,2024-10-20,5662
5396,Support Request,Unresolved,Yes,Email,2024-10-10,2519
5397,Feedback,Implemented,Yes,Phone,2024-10-20,6424
5398,Feedback,Implemented,Yes,Phone,2024-10-22,10898
5399,Support Request,Implemented,Yes,Chat,2024-10-15,7200
5400,Support Request,Unresolved,Yes,Chat,2024-10-08,4889
5401,Feedback,Unresolved,Yes,Email,2024-10-31,3430
5402,Support Request,Implemented,Yes,Phone,2024-10-16,9847
5403,Complaint,Implemented,Yes,Phone,2024-10-10,9014
5404,Support Request,Resolved,No ,Chat,2024-10-07,906
5405,Feedback,Implemented,No ,Chat,2024-10-05,10766
5406,Feedback,Unresolved,No ,Chat,2024-10-28,10321
5407,Feedback,Implemented,Yes,Phone,2024-10-20,9240
5408,Complaint,Unresolved,Yes,Email,2024-10-15,8223
5409,Feedback,Pending,Yes,Email,2024-10-18,6903
5410,Complaint,Resolved,Yes,Chat,2024-10-09,2840
5411,Feedback,Resolved,No ,Chat,2024-10-10,3391
5412,Support Request,Unresolved,Yes,Chat,2024-10-12,6990
5413,Support Request,Resolved,Yes,Chat,2024-10-27,5112
5414,Feedback,Implemented,Yes,Phone,2024-10-22,3808
5415,Feedback,Resolved,No ,Email,2024-10-07,1606
5416,Feedback,Unresolved,Yes,Chat,2024-11-02,7313
5417,Support Request,Resolved,No ,Phone,2024-10-20,4622
5418,Feedback,Implemented,Yes,Chat,2024-10-29,7624
5419,Feedback,Pending,No ,Email,2024-10-11,1327
5420,Support Request,Unresolved,No ,Chat,2024-10-17,5970
5421,Complaint,Pending,No ,Phone,2024-10-14,2688
5422,Feedback,Pending,No ,Phone,2024-10-15,4338
5423,Complaint,Resolved,Yes,Email,2024-10-05,10808
5424,Support Request,Implemented,Yes,Email,2024-10-16,7154
5425,Support Request,Unresolved,Yes,Email,2024-11-02,3287
5426,Support Request,Resolved,No ,Chat,2024-10-19,10242
5427,Support Request,Pending,No ,Email,2024-10-04,1656
5428,Support Request,Implemented,Yes,Phone,2024-10-25,9863
5429,Support Request,Implemented,Yes,Email,2024-10-11,3576
5430,Feedback,Resolved,Yes,Chat,2024-10-20,1128
5431,Feedback,Resolved,No ,Chat,2024-11-01,5520
5432,Complaint,Resolved,No ,Chat,2024-10-17,5056
5433,Complaint,Resolved,No ,Chat,2024-10-20,9130
5434,Feedback,Resolved,Yes,Chat,2024-10-11,5877
5435,Complaint,Implemented,Yes,Email,2024-10-26,7209
5436,Support Request,Implemented,No ,Chat,2024-10-10,10074
5437,Feedback,Pending,No ,Email,2024-10-12,2665
5438,Complaint,Implemented,No ,Email,2024-10-14,2975
5439,Support Request,Resolved,Yes,Phone,2024-10-18,1526
5440,Feedback,Pending,Yes,Email,2024-10-22,4180
5441,Support Request,Implemented,No ,Phone,2024-11-02,3850
5442,Feedback,Unresolved,Yes,Phone,2024-10-22,1333
5443,Complaint,Pending,Yes,Phone,2024-10-08,5009
5444,Feedback,Implemented,Yes,Phone,2024-11-02,964
5445,Complaint,Unresolved,Yes,Phone,2024-10-26,1236
5446,Support Request,Implemented,Yes,Phone,2024-10-06,7846
5447,Support Request,Unresolved,No ,Email,2024-10-17,9456
5448,Complaint,Pending,No ,Email,2024-10-08,2540
5449,Complaint,Implemented,No ,Email,2024-10-26,9129
5450,Complaint,Resolved,Yes,Phone,2024-11-01,7772
5451,Feedback,Implemented,Yes,Email,2024-10-26,9154
5452,Feedback,Pending,No ,Chat,2024-11-02,794
5453,Feedback,Resolved,No ,Chat,2024-11-01,5041
5454,Feedback,Unresolved,Yes,Email,2024-10-23,5432
5455,Feedback,Pending,No ,Email,2024-10-26,6521
5456,Feedback,Pending,No ,Phone,2024-10-23,4837
5457,Support Request,Pending,Yes,Phone,2024-10-24,2435
5458,Support Request,Pending,No ,Phone,2024-11-02,4765
5459,Feedback,Implemented,Yes,Chat,2024-10-22,6717
5460,Complaint,Pending,Yes,Email,2024-10-27,7226
5461,Support Request,Resolved,No ,Phone,2024-10-19,4922
5462,Support Request,Resolved,No ,Email,2024-10-26,7408
5463,Support Request,Pending,No ,Chat,2024-10-09,4459
5464,Complaint,Unresolved,No ,Phone,2024-10-11,7552
5465,Feedback,Pending,Yes,Email,2024-11-02,2188
5466,Support Request,Unresolved,No ,Chat,2024-10-20,8406
5467,Support Request,Implemented,Yes,Email,2024-10-11,6771
5468,Complaint,Implemented,Yes,Chat,2024-10-18,10145
5469,Complaint,Implemented,No ,Chat,2024-10-04,9243
5470,Complaint,Unresolved,No ,Phone,2024-10-16,8024
5471,Feedback,Pending,No ,Phone,2024-10-19,3907
5472,Support Request,Pending,Yes,Email,2024-10-30,518
5473,Support Request,Unresolved,No ,Chat,2024-10-12,9882
5474,Complaint,Pending,No ,Chat,2024-10-24,10256
5475,Complaint,Pending,Yes,Chat,2024-10-23,3862
5476,Feedback,Pending,Yes,Phone,2024-11-01,4720
5477,Complaint,Implemented,No ,Phone,2024-10-12,10571
5478,Support Request,Resolved,No ,Phone,2024-10-23,6076
5479,Feedback,Implemented,Yes,Phone,2024-10-24,8893
5480,Support Request,Unresolved,No ,Chat,2024-10-10,10907
5481,Complaint,Unresolved,No ,Phone,2024-10-17,10536
5482,Feedback,Resolved,No ,Chat,2024-10-18,9132
5483,Support Request,Pending,Yes,Phone,2024-10-10,10886
5484,Complaint,Unresolved,No ,Email,2024-10-20,6906
5485,Complaint,Implemented,No ,Chat,2024-10-29,3979
5486,Support Request,Unresolved,No ,Email,2024-10-05,1666
5487,Feedback,Implemented,Yes,Phone,2024-10-22,5814
5488,Feedback,Resolved,No ,Email,2024-10-10,8413
5489,Support Request,Unresolved,No ,Chat,2024-10-14,1792
5490,Complaint,Implemented,Yes,Phone,2024-10-25,4025
5491,Complaint,Resolved,Yes,Chat,2024-10-28,2156
5492,Feedback,Pending,Yes,Phone,2024-10-10,8803
5493,Feedback,Implemented,Yes,Email,2024-10-28,9601
5494,Complaint,Pending,Yes,Email,2024-10-27,7573
5495,Support Request,Unresolved,No ,Chat,2024-10-31,2125
5496,Feedback,Pending,Yes,Chat,2024-10-29,10212
5497,Complaint,Unresolved,No ,Chat,2024-10-14,2579
5498,Feedback,Resolved,Yes,Chat,2024-10-06,9338
5499,Feedback,Resolved,Yes,Phone,2024-10-11,8064
5500,Complaint,Unresolved,Yes,Chat,2024-10-24,7177
5501,Feedback,Pending,No ,Chat,2024-10-24,9427
5502,Feedback,Resolved,No ,Phone,2024-10-06,3698
5503,Support Request,Resolved,Yes,Chat,2024-10-13,5816
5504,Complaint,Pending,Yes,Phone,2024-10-25,9263
5505,Feedback,Resolved,No ,Phone,2024-10-11,7330
5506,Feedback,Pending,Yes,Phone,2024-10-19,10477
5507,Complaint,Implemented,No ,Phone,2024-10-18,10305
5508,Feedback,Pending,No ,Phone,2024-11-02,3128
5509,Complaint,Unresolved,Yes,Email,2024-10-22,8708
5510,Support Request,Implemented,No ,Chat,2024-10-24,8661
5511,Complaint,Resolved,Yes,Chat,2024-10-08,6252
5512,Feedback,Implemented,Yes,Email,2024-10-26,7976
5513,Support Request,Pending,No ,Email,2024-10-30,9254
5514,Feedback,Unresolved,No ,Phone,2024-10-14,6044
5515,Complaint,Implemented,Yes,Phone,2024-11-01,432
5516,Feedback,Pending,No ,Chat,2024-10-24,5961
5517,Complaint,Unresolved,No ,Email,2024-10-30,2781
5518,Feedback,Pending,Yes,Phone,2024-10-17,4351
5519,Support Request,Pending,No ,Chat,2024-10-23,9769
5520,Feedback,Unresolved,Yes,Phone,2024-10-06,2649
5521,Feedback,Implemented,Yes,Email,2024-10-30,3720
5522,Support Request,Pending,Yes,Phone,2024-10-08,10454
5523,Support Request,Implemented,No ,Phone,2024-10-10,10398
5524,Feedback,Resolved,No ,Email,2024-11-01,10015
5525,Support Request,Implemented,Yes,Email,2024-10-24,6310
5526,Complaint,Implemented,Yes,Phone,2024-10-07,3653
5527,Feedback,Pending,Yes,Email,2024-11-02,1772
5528,Feedback,Implemented,Yes,Chat,2024-10-07,2443
5529,Complaint,Resolved,No ,Email,2024-10-26,4384
5530,Feedback,Resolved,No ,Phone,2024-10-22,1378
5531,Complaint,Pending,No ,Chat,2024-10-18,8329
5532,Feedback,Pending,Yes,Email,2024-10-18,7311
5533,Support Request,Unresolved,No ,Phone,2024-10-16,3707
5534,Complaint,Resolved,No ,Email,2024-10-04,2689
5535,Support Request,Resolved,No ,Phone,2024-10-23,9906
5536,Support Request,Resolved,No ,Chat,2024-11-02,6753
5537,Complaint,Resolved,No ,Phone,2024-11-02,9279
5538,Support Request,Unresolved,Yes,Phone,2024-10-08,717
5539,Complaint,Unresolved,No ,Chat,2024-10-25,8547
5540,Feedback,Resolved,Yes,Chat,2024-10-13,9218
5541,Feedback,Resolved,Yes,Chat,2024-10-29,5314
5542,Support Request,Resolved,Yes,Chat,2024-10-17,1796
5543,Complaint,Pending,No ,Phone,2024-10-22,1687
5544,Feedback,Unresolved,Yes,Email,2024-10-04,2505
5545,Complaint,Resolved,Yes,Email,2024-10-21,4957
5546,Support Request,Pending,No ,Phone,2024-10-31,5496
5547,Complaint,Unresolved,Yes,Chat,2024-10-07,4575
5548,Complaint,Implemented,Yes,Email,2024-10-14,2675
5549,Support Request,Resolved,No ,Email,2024-10-14,6641
5550,Support Request,Resolved,No ,Email,2024-10-04,3742
5551,Complaint,Unresolved,Yes,Chat,2024-10-17,9492
5552,Complaint,Implemented,Yes,Email,2024-10-20,6940
5553,Support Request,Resolved,Yes,Email,2024-11-01,7306
5554,Feedback,Pending,No ,Phone,2024-10-19,3323
5555,Feedback,Pending,Yes,Phone,2024-10-13,2952
5556,Support Request,Resolved,No ,Chat,2024-10-07,9820
5557,Support Request,Implemented,No ,Chat,2024-11-01,3196
5558,Complaint,Unresolved,No ,Phone,2024-10-09,1095
5559,Complaint,Unresolved,No ,Phone,2024-10-07,10381
5560,Support Request,Implemented,Yes,Chat,2024-10-24,4829
5561,Feedback,Implemented,No ,Email,2024-10-04,1069
5562,Support Request,Pending,Yes,Email,2024-10-23,7781
5563,Support Request,Resolved,No ,Phone,2024-10-29,2034
5564,Feedback,Resolved,No ,Phone,2024-10-23,6633
5565,Complaint,Unresolved,No ,Chat,2024-10-08,1189
5566,Support Request,Pending,No ,Phone,2024-10-24,839
5567,Feedback,Pending,Yes,Phone,2024-10-06,3849
5568,Support Request,Resolved,No ,Chat,2024-10-10,837
5569,Feedback,Resolved,No ,Chat,2024-10-22,5343
5570,Support Request,Unresolved,Yes,Phone,2024-10-29,3216
5571,Support Request,Implemented,Yes,Email,2024-10-06,3245
5572,Complaint,Pending,No ,Email,2024-10-21,9518
5573,Support Request,Pending,No ,Phone,2024-10-08,7952
5574,Feedback,Unresolved,No ,Email,2024-11-02,9967
5575,Feedback,Unresolved,Yes,Email,2024-10-24,7705
5576,Complaint,Resolved,Yes,Email,2024-10-09,7803
5577,Complaint,Resolved,Yes,Chat,2024-10-16,10330
5578,Feedback,Implemented,Yes,Chat,2024-10-19,10696
5579,Complaint,Resolved,No ,Email,2024-10-20,1777
5580,Support Request,Unresolved,No ,Email,2024-10-19,4328
5581,Complaint,Implemented,No ,Email,2024-10-10,450
5582,Complaint,Unresolved,No ,Chat,2024-10-04,7772
5583,Feedback,Pending,No ,Email,2024-10-05,10715
5584,Complaint,Implemented,Yes,Phone,2024-10-11,7505
5585,Complaint,Unresolved,No ,Phone,2024-10-18,2610
5586,Feedback,Implemented,Yes,Email,2024-10-10,10895
5587,Support Request,Implemented,Yes,Email,2024-10-28,7033
5588,Feedback,Pending,No ,Email,2024-10-04,390
5589,Feedback,Resolved,Yes,Phone,2024-10-15,9917
5590,Support Request,Resolved,No ,Phone,2024-11-01,5756
5591,Feedback,Pending,Yes,Chat,2024-10-07,8008
5592,Complaint,Pending,Yes,Chat,2024-10-29,7626
5593,Support Request,Resolved,Yes,Chat,2024-10-06,10755
5594,Feedback,Unresolved,Yes,Email,2024-10-16,7716
5595,Complaint,Unresolved,Yes,Chat,2024-10-09,2333
5596,Complaint,Pending,No ,Chat,2024-10-26,4281
5597,Support Request,Pending,No ,Chat,2024-11-02,1263
5598,Support Request,Unresolved,Yes,Email,2024-10-27,5838
5599,Complaint,Resolved,Yes,Phone,2024-10-13,1944
5600,Complaint,Implemented,No ,Phone,2024-10-23,5682
5601,Support Request,Unresolved,Yes,Email,2024-11-02,957
5602,Support Request,Pending,Yes,Chat,2024-10-24,149
5603,Feedback,Pending,Yes,Phone,2024-10-19,9053
5604,Complaint,Pending,Yes,Email,2024-10-20,9791
5605,Feedback,Resolved,No ,Phone,2024-10-19,5870
5606,Support Request,Implemented,No ,Phone,2024-10-09,10277
5607,Support Request,Unresolved,Yes,Chat,2024-10-09,2819
5608,Support Request,Pending,No ,Chat,2024-10-20,8732
5609,Support Request,Pending,No ,Chat,2024-10-07,1647
5610,Feedback,Pending,No ,Chat,2024-10-19,10786
5611,Complaint,Pending,Yes,Phone,2024-10-27,3084
5612,Support Request,Unresolved,No ,Chat,2024-10-09,8046
5613,Feedback,Resolved,No ,Email,2024-10-21,2534
5614,Support Request,Pending,No ,Chat,2024-10-18,1433
5615,Feedback,Pending,No ,Phone,2024-10-20,6341
5616,Feedback,Unresolved,No ,Email,2024-10-30,6315
5617,Complaint,Unresolved,No ,Phone,2024-10-11,7774
5618,Support Request,Pending,Yes,Phone,2024-10-20,5995
5619,Support Request,Resolved,Yes,Phone,2024-10-06,1012
5620,Feedback,Pending,No ,Chat,2024-10-21,7645
5621,Support Request,Implemented,Yes,Phone,2024-10-09,8092
5622,Feedback,Pending,Yes,Phone,2024-10-07,1750
5623,Feedback,Pending,No ,Email,2024-10-28,10447
5624,Support Request,Resolved,Yes,Chat,2024-10-20,2895
5625,Support Request,Implemented,No ,Chat,2024-10-18,9261
5626,Complaint,Pending,No ,Email,2024-10-25,4510
5627,Complaint,Pending,No ,Phone,2024-10-15,5389
5628,Complaint,Unresolved,Yes,Chat,2024-10-31,6310
5629,Feedback,Pending,Yes,Email,2024-10-07,6254
5630,Complaint,Implemented,No ,Email,2024-10-12,2
5631,Feedback,Implemented,Yes,Chat,2024-10-11,2293
5632,Support Request,Resolved,No ,Email,2024-10-08,3366
5633,Feedback,Implemented,No ,Email,2024-10-10,7271
5634,Support Request,Implemented,No ,Email,2024-10-21,4467
5635,Feedback,Resolved,No ,Email,2024-10-15,1365
5636,Feedback,Implemented,No ,Chat,2024-10-24,3454
5637,Complaint,Implemented,No ,Chat,2024-10-11,9112
5638,Support Request,Resolved,No ,Email,2024-11-02,9352
5639,Feedback,Pending,Yes,Chat,2024-10-30,7573
5640,Feedback,Implemented,Yes,Phone,2024-10-29,944
5641,Feedback,Unresolved,Yes,Email,2024-10-18,6899
5642,Complaint,Implemented,No ,Chat,2024-10-25,10363
5643,Support Request,Implemented,No ,Chat,2024-10-25,10982
5644,Feedback,Resolved,Yes,Phone,2024-10-15,3425
5645,Support Request,Pending,Yes,Phone,2024-10-13,6679
5646,Support Request,Unresolved,Yes,Phone,2024-10-30,9304
5647,Support Request,Resolved,Yes,Phone,2024-10-26,6260
5648,Support Request,Unresolved,No ,Phone,2024-10-06,122
5649,Feedback,Resolved,No ,Phone,2024-10-30,4900
5650,Feedback,Pending,Yes,Chat,2024-11-01,5661
5651,Complaint,Resolved,Yes,Email,2024-10-11,6592
5652,Feedback,Resolved,Yes,Phone,2024-10-06,2209
5653,Support Request,Unresolved,No ,Chat,2024-10-26,7932
5654,Complaint,Resolved,No ,Chat,2024-10-16,10982
5655,Support Request,Resolved,No ,Phone,2024-10-31,7095
5656,Complaint,Implemented,No ,Chat,2024-11-02,2810
5657,Feedback,Pending,No ,Chat,2024-10-05,5309
5658,Complaint,Pending,Yes,Email,2024-10-19,1734
5659,Feedback,Pending,Yes,Chat,2024-10-21,10750
5660,Support Request,Unresolved,Yes,Phone,2024-10-07,4762
5661,Complaint,Pending,No ,Phone,2024-10-21,7051
5662,Feedback,Pending,Yes,Chat,2024-10-28,322
5663,Complaint,Unresolved,Yes,Email,2024-10-11,5453
5664,Support Request,Implemented,Yes,Email,2024-10-06,8868
5665,Complaint,Pending,No ,Email,2024-10-11,1434
5666,Support Request,Pending,No ,Email,2024-10-27,5343
5667,Complaint,Resolved,Yes,Email,2024-10-07,8991
5668,Complaint,Resolved,No ,Chat,2024-11-02,3939
5669,Complaint,Resolved,Yes,Email,2024-10-22,7904
5670,Support Request,Resolved,Yes,Email,2024-10-20,10784
5671,Complaint,Pending,Yes,Chat,2024-10-15,6923
5672,Complaint,Resolved,No ,Email,2024-10-22,5036
5673,Feedback,Unresolved,No ,Phone,2024-10-19,8348
5674,Complaint,Unresolved,No ,Phone,2024-10-05,10862
5675,Feedback,Resolved,Yes,Email,2024-10-29,9307
5676,Complaint,Pending,No ,Email,2024-10-28,3311
5677,Feedback,Pending,Yes,Email,2024-10-24,7362
5678,Complaint,Resolved,Yes,Phone,2024-10-29,4364
5679,Support Request,Pending,Yes,Chat,2024-10-06,5942
5680,Complaint,Implemented,No ,Chat,2024-10-18,5723
5681,Complaint,Pending,No ,Phone,2024-10-09,5580
5682,Support Request,Pending,No ,Chat,2024-10-28,9722
5683,Complaint,Pending,No ,Chat,2024-10-31,8193
5684,Complaint,Resolved,No ,Phone,2024-11-02,1628
5685,Feedback,Resolved,Yes,Phone,2024-10-25,10877
5686,Support Request,Implemented,Yes,Phone,2024-10-31,1099
5687,Complaint,Pending,No ,Chat,2024-10-21,5752
5688,Support Request,Implemented,No ,Chat,2024-10-14,7838
5689,Complaint,Pending,No ,Email,2024-10-20,3383
5690,Feedback,Pending,No ,Phone,2024-10-09,5903
5691,Feedback,Implemented,Yes,Chat,2024-10-08,10241
5692,Complaint,Resolved,No ,Email,2024-10-22,2326
5693,Support Request,Implemented,No ,Phone,2024-10-06,9093
5694,Complaint,Unresolved,Yes,Phone,2024-10-16,9259
5695,Support Request,Resolved,Yes,Chat,2024-10-07,1408
5696,Complaint,Pending,Yes,Email,2024-10-18,3698
5697,Feedback,Unresolved,Yes,Email,2024-10-26,8699
5698,Support Request,Pending,No ,Email,2024-11-01,2394
5699,Complaint,Pending,Yes,Phone,2024-10-06,802
5700,Feedback,Implemented,No ,Chat,2024-10-23,4355
5701,Feedback,Pending,No ,Email,2024-10-21,5285
5702,Support Request,Implemented,Yes,Phone,2024-10-09,9610
5703,Complaint,Unresolved,No ,Chat,2024-10-31,4054
5704,Support Request,Pending,Yes,Email,2024-10-20,1171
5705,Support Request,Unresolved,No ,Email,2024-10-23,10917
5706,Feedback,Pending,No ,Phone,2024-10-28,1653
5707,Feedback,Resolved,No ,Email,2024-10-10,8633
5708,Complaint,Implemented,No ,Chat,2024-10-16,6947
5709,Support Request,Implemented,Yes,Phone,2024-10-08,3953
5710,Support Request,Implemented,Yes,Phone,2024-10-15,3932
5711,Support Request,Pending,No ,Chat,2024-11-01,2982
5712,Feedback,Resolved,No ,Phone,2024-10-12,5216
5713,Support Request,Implemented,Yes,Phone,2024-10-30,9097
5714,Support Request,Unresolved,Yes,Chat,2024-10-12,3948
5715,Support Request,Pending,No ,Email,2024-10-05,9741
5716,Feedback,Resolved,No ,Phone,2024-10-24,9300
5717,Feedback,Unresolved,No ,Chat,2024-10-07,2005
5718,Support Request,Resolved,No ,Email,2024-10-28,7489
5719,Feedback,Pending,No ,Phone,2024-10-14,10520
5720,Feedback,Unresolved,Yes,Email,2024-10-15,5767
5721,Complaint,Resolved,Yes,Chat,2024-10-29,9984
5722,Complaint,Implemented,Yes,Phone,2024-10-17,7663
5723,Complaint,Resolved,Yes,Email,2024-10-06,8047
5724,Complaint,Pending,No ,Chat,2024-10-16,2905
5725,Support Request,Pending,No ,Email,2024-10-05,7013
5726,Complaint,Resolved,Yes,Phone,2024-10-16,972
5727,Support Request,Resolved,No ,Phone,2024-10-23,6576
5728,Support Request,Unresolved,No ,Chat,2024-10-13,6558
5729,Support Request,Resolved,Yes,Email,2024-10-29,3823
5730,Support Request,Implemented,Yes,Chat,2024-10-14,3549
5731,Support Request,Implemented,Yes,Phone,2024-10-29,924
5732,Feedback,Resolved,Yes,Phone,2024-10-18,1088
5733,Complaint,Unresolved,Yes,Chat,2024-11-02,2514
5734,Feedback,Implemented,No ,Email,2024-10-20,1715
5735,Support Request,Implemented,Yes,Phone,2024-10-29,5366
5736,Feedback,Pending,No ,Chat,2024-10-24,10658
5737,Support Request,Unresolved,No ,Email,2024-10-18,4845
5738,Support Request,Pending,No ,Email,2024-10-13,7265
5739,Complaint,Resolved,No ,Chat,2024-10-20,6127
